Videocard Name,Passmark G3D Mark (higher is better),Rank (lower is better),Videocard Value (higher is better),Price (USD),GPU Link
Radeon HD 7970M,3568,572,NA,NA,video_lookup.php?gpu=Radeon+HD+7970M&id=326
Radeon HD 7990,5565,398,13.91,$399.99*,video_lookup.php?gpu=Radeon+HD+7990&id=2528
Radeon HD 8180,134,2113,NA,NA,video_lookup.php?gpu=Radeon+HD+8180&id=2668
Radeon HD 8210,190,2024,NA,NA,video_lookup.php?gpu=Radeon+HD+8210&id=2575
Radeon HD 8210E,193,2019,NA,NA,video_lookup.php?gpu=Radeon+HD+8210E&id=3713
Radeon HD 8240,246,1958,NA,NA,video_lookup.php?gpu=Radeon+HD+8240&id=2653
Radeon HD 8250,212,1996,NA,NA,video_lookup.php?gpu=Radeon+HD+8250&id=2541
Radeon HD 8280,260,1940,NA,NA,video_lookup.php?gpu=Radeon+HD+8280&id=2810
Radeon HD 8280E,256,1948,NA,NA,video_lookup.php?gpu=Radeon+HD+8280E&id=2799
Radeon HD 8280G,269,1931,NA,NA,video_lookup.php?gpu=Radeon+HD+8280G&id=2512
Radeon HD 8310E,340,1864,NA,NA,video_lookup.php?gpu=Radeon+HD+8310E&id=3279
Radeon HD 8330,270,1928,NA,NA,video_lookup.php?gpu=Radeon+HD+8330&id=2627
Radeon HD 8330E,262,1939,NA,NA,video_lookup.php?gpu=Radeon+HD+8330E&id=2709
Radeon HD 8350,162,2060,1.63,$99.81*,video_lookup.php?gpu=Radeon+HD+8350&id=2707
Radeon HD 8350G,258,1946,NA,NA,video_lookup.php?gpu=Radeon+HD+8350G&id=2580
Radeon HD 8370D,316,1893,NA,NA,video_lookup.php?gpu=Radeon+HD+8370D&id=2712
Radeon HD 8400,270,1927,NA,NA,video_lookup.php?gpu=Radeon+HD+8400&id=2582
Radeon HD 8400E,275,1926,NA,NA,video_lookup.php?gpu=Radeon+HD+8400E&id=2775
Radeon HD 8410G,435,1786,NA,NA,video_lookup.php?gpu=Radeon+HD+8410G&id=2848
Radeon HD 8450G,337,1868,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G&id=2595
Radeon HD 8450G + 8600/8700M Dual,1070,1181,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+8600%2F8700M+Dual&id=2731
Radeon HD 8450G + 8600M Dual,545,1655,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+8600M+Dual&id=2771
Radeon HD 8450G + 8670M Dual,474,1741,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+8670M+Dual&id=2625
Radeon HD 8450G + 8750M Dual,637,1528,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+8750M+Dual&id=2667
Radeon HD 8450G + HD 8600M Dual,452,1771,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+HD+8600M+Dual&id=3166
Radeon HD 8450G + HD 8670M Dual,477,1734,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+HD+8670M+Dual&id=3685
Radeon HD 8450G + HD 8750M Dual,503,1708,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+HD+8750M+Dual&id=3587
Radeon HD 8450G + R5 M230 Dual,578,1608,NA,NA,video_lookup.php?gpu=Radeon+HD+8450G+%2B+R5+M230+Dual&id=3865
Radeon HD 8470,247,1956,NA,NA,video_lookup.php?gpu=Radeon+HD+8470&id=2645
Radeon HD 8470D,376,1835,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D&id=2565
Radeon HD 8470D + 6450 Dual,717,1445,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D+%2B+6450+Dual&id=2648
Radeon HD 8470D + 6570 Dual,837,1330,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D+%2B+6570+Dual&id=2844
Radeon HD 8470D + HD 6450 Dual,862,1310,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D+%2B+HD+6450+Dual&id=2939
Radeon HD 8470D + HD 6670 Dual,1435,1046,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D+%2B+HD+6670+Dual&id=3776
Radeon HD 8470D + HD 7500 Dual,1545,1006,NA,NA,video_lookup.php?gpu=Radeon+HD+8470D+%2B+HD+7500+Dual&id=3990
Radeon HD 8490,263,1937,2.93,$89.99*,video_lookup.php?gpu=Radeon+HD+8490&id=2841
Radeon HD 8500M,432,1790,NA,NA,video_lookup.php?gpu=Radeon+HD+8500M&id=3012
Radeon HD 8500M/8700M,852,1320,NA,NA,video_lookup.php?gpu=Radeon+HD+8500M%2F8700M&id=3000
Radeon HD 8510G,371,1839,NA,NA,video_lookup.php?gpu=Radeon+HD+8510G&id=2615
Radeon HD 8510G + 8500M Dual,596,1580,NA,NA,video_lookup.php?gpu=Radeon+HD+8510G+%2B+8500M+Dual&id=2577
Radeon HD 8510G + HD 8500M Dual,629,1538,NA,NA,video_lookup.php?gpu=Radeon+HD+8510G+%2B+HD+8500M+Dual&id=3217
Radeon HD 8550D,566,1626,NA,NA,video_lookup.php?gpu=Radeon+HD+8550D&id=2828
Radeon HD 8550G,414,1804,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G&id=2583
Radeon HD 8550G + 7600M Dual,901,1287,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+7600M+Dual&id=3495
Radeon HD 8550G + 8500M Dual,602,1575,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8500M+Dual&id=2662
Radeon HD 8550G + 8570M Dual,532,1671,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8570M+Dual&id=2614
Radeon HD 8550G + 8600/8700M Dual,802,1361,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8600%2F8700M+Dual&id=2637
Radeon HD 8550G + 8600M Dual,617,1556,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8600M+Dual&id=2628
Radeon HD 8550G + 8670M Dual,579,1605,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8670M+Dual&id=2610
Radeon HD 8550G + 8690M Dual,664,1494,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8690M+Dual&id=2743
Radeon HD 8550G + 8750M Dual,795,1368,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+8750M+Dual&id=2639
Radeon HD 8550G + HD 7600M Dual,547,1650,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+7600M+Dual&id=3247
Radeon HD 8550G + HD 8500M Dual,558,1634,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8500M+Dual&id=2924
Radeon HD 8550G + HD 8570M Dual,529,1675,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8570M+Dual&id=3451
Radeon HD 8550G + HD 8600/8700M Dual,654,1504,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8600%2F8700M+Dual&id=3283
Radeon HD 8550G + HD 8600M Dual,593,1584,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8600M+Dual&id=3079
Radeon HD 8550G + HD 8670M Dual,546,1654,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8670M+Dual&id=3455
Radeon HD 8550G + HD 8750M Dual,819,1351,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+HD+8750M+Dual&id=3071
Radeon HD 8550G + R5 M200 Dual,619,1552,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+R5+M200+Dual&id=3272
Radeon HD 8550G + R5 M230 Dual,487,1723,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+%2B+R5+M230+Dual&id=2996
Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,611,1566,NA,NA,video_lookup.php?gpu=Radeon+HD+8550G+N+HD+8550G+%2B+HD+8600M+N+HD+8600M+D&id=3208
Radeon HD 8570,939,1259,9.52,$98.68*,video_lookup.php?gpu=Radeon+HD+8570&id=2620
Radeon HD 8570 + 8670D Dual,620,1550,NA,NA,video_lookup.php?gpu=Radeon+HD+8570+%2B+8670D+Dual&id=2722
Radeon HD 8570 + HD 7660D Dual,949,1250,NA,NA,video_lookup.php?gpu=Radeon+HD+8570+%2B+HD+7660D+Dual&id=2740
Radeon HD 8570D,437,1783,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D&id=2553
Radeon HD 8570D + 6570 Dual,1239,1106,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+6570+Dual&id=2969
Radeon HD 8570D + 6670 Dual,1039,1199,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+6670+Dual&id=2961
Radeon HD 8570D + HD 6570 Dual,868,1305,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+6570+Dual&id=2965
Radeon HD 8570D + HD 6670 Dual,1260,1103,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+6670+Dual&id=2975
Radeon HD 8570D + HD 7000 Dual,753,1409,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+7000+Dual&id=3222
Radeon HD 8570D + HD 7700 Dual,1834,902,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+7700+Dual&id=3084
Radeon HD 8570D + HD 8470 Dual,338,1866,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+8470+Dual&id=3624
Radeon HD 8570D + HD 8570 Dual,1032,1201,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD+8570+Dual&id=3484
Radeon HD 8570D + HD8490 Dual,374,1836,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+HD8490+Dual&id=3406
Radeon HD 8570D + R5 235 Dual,470,1746,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+R5+235+Dual&id=3380
Radeon HD 8570D + R7 200 Dual,999,1219,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+R7+200+Dual&id=2869
Radeon HD 8570D + R7 240 Dual,963,1244,NA,NA,video_lookup.php?gpu=Radeon+HD+8570D+%2B+R7+240+Dual&id=3086
Radeon HD 8570M,449,1775,NA,NA,video_lookup.php?gpu=Radeon+HD+8570M&id=3009
Radeon HD 8600/8700M,1029,1202,NA,NA,video_lookup.php?gpu=Radeon+HD+8600%2F8700M&id=2998
Radeon HD 8610G,406,1809,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G&id=2568
Radeon HD 8610G + 8500M Dual,610,1568,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+8500M+Dual&id=2585
Radeon HD 8610G + 8600M Dual,588,1590,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+8600M+Dual&id=2723
Radeon HD 8610G + 8670M Dual,599,1576,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+8670M+Dual&id=2778
Radeon HD 8610G + HD 8500M Dual,645,1517,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+HD+8500M+Dual&id=2929
Radeon HD 8610G + HD 8600M Dual,480,1727,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+HD+8600M+Dual&id=3075
Radeon HD 8610G + HD 8670M Dual,577,1609,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+HD+8670M+Dual&id=2773
Radeon HD 8610G + R5 M200 Dual,676,1483,NA,NA,video_lookup.php?gpu=Radeon+HD+8610G+%2B+R5+M200+Dual&id=3530
Radeon HD 8650D,396,1818,NA,NA,video_lookup.php?gpu=Radeon+HD+8650D&id=2882
Radeon HD 8650G,522,1685,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G&id=2530
Radeon HD 8650G + 7600M Dual,741,1421,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+7600M+Dual&id=2721
Radeon HD 8650G + 7670M Dual,883,1298,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+7670M+Dual&id=2609
Radeon HD 8650G + 7700M Dual,1126,1155,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+7700M+Dual&id=2578
Radeon HD 8650G + 8500M Dual,626,1544,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8500M+Dual&id=2685
Radeon HD 8650G + 8570M Dual,654,1505,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8570M+Dual&id=2711
Radeon HD 8650G + 8600/8700M Dual,831,1337,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8600%2F8700M+Dual&id=2600
Radeon HD 8650G + 8600M Dual,613,1564,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8600M+Dual&id=2696
Radeon HD 8650G + 8670M Dual,635,1531,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8670M+Dual&id=2630
Radeon HD 8650G + 8750M Dual,786,1373,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+8750M+Dual&id=2602
Radeon HD 8650G + HD 7600M Dual,819,1350,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+7600M+Dual&id=3165
Radeon HD 8650G + HD 7670M Dual,634,1532,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+7670M+Dual&id=3582
Radeon HD 8650G + HD 8570M Dual,716,1447,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8570M+Dual&id=2955
Radeon HD 8650G + HD 8600/8700M Dual,763,1399,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8600%2F8700M+Dual&id=2836
Radeon HD 8650G + HD 8600M Dual,606,1571,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8600M+Dual&id=2956
Radeon HD 8650G + HD 8600M N HD 8600M Dual,757,1404,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8600M+N+HD+8600M+Dual&id=2760
Radeon HD 8650G + HD 8670M Dual,585,1600,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8670M+Dual&id=3381
Radeon HD 8650G + HD 8750M Dual,651,1509,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8750M+Dual&id=2876
Radeon HD 8650G + HD 8790M Dual,799,1364,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+HD+8790M+Dual&id=3031
Radeon HD 8650G + R5 M200 Dual,722,1439,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+R5+M200+Dual&id=3235
Radeon HD 8650G + R5 M230 Dual,686,1472,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+%2B+R5+M230+Dual&id=2895
Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,1387,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+N+HD+8650G+%2B+HD+8570M+Dual&id=2936
Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796,1367,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+N+HD+8650G+%2B+HD+8600%2F8700M+Dual&id=2758
Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,679,1476,NA,NA,video_lookup.php?gpu=Radeon+HD+8650G+N+HD+8650G+%2B+HD+8600M+N+HD+8600M+D&id=2755
Radeon HD 8670D,529,1676,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D&id=2543
Radeon HD 8670D + 6670 Dual,1361,1072,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+6670+Dual&id=2556
Radeon HD 8670D + 7000 Dual,811,1356,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+7000+Dual&id=3852
Radeon HD 8670D + 7700 Dual,1788,920,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+7700+Dual&id=2572
Radeon HD 8670D + 8570 Dual,974,1237,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+8570+Dual&id=2831
Radeon HD 8670D + HD 6670 Dual,1221,1116,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+HD+6670+Dual&id=2881
Radeon HD 8670D + HD 7000 Dual,718,1444,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+HD+7000+Dual&id=3157
Radeon HD 8670D + HD 7600 Dual,1317,1081,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+HD+7600+Dual&id=3835
Radeon HD 8670D + HD 7700 Dual,1892,884,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+HD+7700+Dual&id=3740
Radeon HD 8670D + R5 235 Dual,836,1331,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+R5+235+Dual&id=2984
Radeon HD 8670D + R5 330 Dual,746,1415,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+R5+330+Dual&id=3704
Radeon HD 8670D + R7 200 Dual,949,1249,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+R7+200+Dual&id=3093
Radeon HD 8670D + R7 240 Dual,1020,1205,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+%2B+R7+240+Dual&id=3003
Radeon HD 8670D N HD 8670D + HD 8670D Dual,488,1722,NA,NA,video_lookup.php?gpu=Radeon+HD+8670D+N+HD+8670D+%2B+HD+8670D+Dual&id=2754
Radeon HD 8670M,520,1688,NA,NA,video_lookup.php?gpu=Radeon+HD+8670M&id=3002
Radeon HD 8690A,508,1699,NA,NA,video_lookup.php?gpu=Radeon+HD+8690A&id=3026
Radeon HD 8690M,984,1231,NA,NA,video_lookup.php?gpu=Radeon+HD+8690M&id=3141
Radeon HD 8730M,807,1358,NA,NA,video_lookup.php?gpu=Radeon+HD+8730M&id=3020
Radeon HD 8750M,1016,1206,NA,NA,video_lookup.php?gpu=Radeon+HD+8750M&id=2909
Radeon HD 8790M,1305,1086,NA,NA,video_lookup.php?gpu=Radeon+HD+8790M&id=2993
Radeon HD 8790M / R9 M290X,1210,1118,NA,NA,video_lookup.php?gpu=Radeon+HD+8790M+%2F+R9+M290X&id=3271
Radeon HD 8850M,973,1239,NA,NA,video_lookup.php?gpu=Radeon+HD+8850M&id=3037
Radeon HD 8850M / R9 M265X,1139,1150,NA,NA,video_lookup.php?gpu=Radeon+HD+8850M+%2F+R9+M265X&id=3420
Radeon HD 8870M,1638,969,NA,NA,video_lookup.php?gpu=Radeon+HD+8870M&id=2838
Radeon HD 8870M / R9 M270X / M370X,1799,917,NA,NA,video_lookup.php?gpu=Radeon+HD+8870M+%2F+R9+M270X+%2F+M370X&id=2926
Radeon HD 8950,2816,660,NA,NA,video_lookup.php?gpu=Radeon+HD+8950&id=2927
Radeon HD 8970M,3876,538,27.69,$139.99*,video_lookup.php?gpu=Radeon+HD+8970M&id=2865
Radeon HD 8990,5214,429,NA,NA,video_lookup.php?gpu=Radeon+HD+8990&id=2727
Radeon HD HD7850M,1651,963,NA,NA,video_lookup.php?gpu=Radeon+HD+HD7850M&id=3212
Radeon HD4650,239,1963,1.57,$152.90*,video_lookup.php?gpu=Radeon+HD4650&id=605
Radeon HD4670,365,1845,NA,NA,video_lookup.php?gpu=Radeon+HD4670&id=79
RADEON HD6370D,320,1886,NA,NA,video_lookup.php?gpu=RADEON+HD6370D&id=327
RADEON HD6410D,422,1796,NA,NA,video_lookup.php?gpu=RADEON+HD6410D&id=328
RADEON HD6530D,531,1673,NA,NA,video_lookup.php?gpu=RADEON+HD6530D&id=329
RADEON HD7450,199,2013,8.95,$22.25*,video_lookup.php?gpu=RADEON+HD7450&id=2790
Radeon HD8530M,490,1721,NA,NA,video_lookup.php?gpu=Radeon+HD8530M&id=3059
Radeon HD8970M,3368,588,NA,NA,video_lookup.php?gpu=Radeon+HD8970M&id=3023
Radeon HDG 4670,170,2046,NA,NA,video_lookup.php?gpu=Radeon+HDG+4670&id=3277
RADEON IGP 320,3,2612,NA,NA,video_lookup.php?gpu=RADEON+IGP+320&id=2618
Radeon IGP 320M,3,2619,NA,NA,video_lookup.php?gpu=Radeon+IGP+320M&id=607
Radeon IGP 340M,2,2655,NA,NA,video_lookup.php?gpu=Radeon+IGP+340M&id=1739
RADEON IGP 345M,2,2644,NA,NA,video_lookup.php?gpu=RADEON+IGP+345M&id=1741
RADEON IGP 34xM,1,2669,NA,NA,video_lookup.php?gpu=RADEON+IGP+34xM&id=1742
RADEON IGP 350M,6,2551,NA,NA,video_lookup.php?gpu=RADEON+IGP+350M&id=1744
Radeon Infoshock 3000,106,2193,NA,NA,video_lookup.php?gpu=Radeon+Infoshock+3000&id=3753
Radeon Instinct MI25 MxGPU,4653,481,NA,NA,video_lookup.php?gpu=Radeon+Instinct+MI25+MxGPU&id=4181
Radeon M535DX,749,1411,NA,NA,video_lookup.php?gpu=Radeon+M535DX&id=3830
Radeon Pro,2365,741,5.52,$428.98,video_lookup.php?gpu=Radeon+Pro&id=4441
Radeon Pro 450,2722,679,NA,NA,video_lookup.php?gpu=Radeon+Pro+450&id=3683
Radeon Pro 455,3112,629,6.93,$449.00*,video_lookup.php?gpu=Radeon+Pro+455&id=4024
Radeon Pro 460,3452,584,NA,NA,video_lookup.php?gpu=Radeon+Pro+460&id=3747
Radeon Pro 465,4537,489,NA,NA,video_lookup.php?gpu=Radeon+Pro+465&id=4134
Radeon Pro 5300,7125,324,NA,NA,video_lookup.php?gpu=Radeon+Pro+5300&id=4315
Radeon Pro 5300M,5940,375,NA,NA,video_lookup.php?gpu=Radeon+Pro+5300M&id=4172
Radeon Pro 5500 XT,7942,296,NA,NA,video_lookup.php?gpu=Radeon+Pro+5500+XT&id=4264
Radeon Pro 5500M,6761,336,NA,NA,video_lookup.php?gpu=Radeon+Pro+5500M&id=4165
Radeon Pro 555,3140,625,2.99,"$1,049.00*",video_lookup.php?gpu=Radeon+Pro+555&id=3763
Radeon Pro 560,3475,581,NA,NA,video_lookup.php?gpu=Radeon+Pro+560&id=3820
Radeon Pro 5600M,9198,255,NA,NA,video_lookup.php?gpu=Radeon+Pro+5600M&id=4225
Radeon Pro 560X,3677,558,NA,NA,video_lookup.php?gpu=Radeon+Pro+560X&id=4021
Radeon Pro 570,6336,353,NA,NA,video_lookup.php?gpu=Radeon+Pro+570&id=4099
Radeon Pro 5700,11844,197,NA,NA,video_lookup.php?gpu=Radeon+Pro+5700&id=4252
Radeon Pro 5700 XT,12557,179,NA,NA,video_lookup.php?gpu=Radeon+Pro+5700+XT&id=4250
Radeon Pro 580,7753,303,NA,NA,video_lookup.php?gpu=Radeon+Pro+580&id=3933
Radeon Pro 580X,7540,314,NA,NA,video_lookup.php?gpu=Radeon+Pro+580X&id=4138
Radeon Pro Duo,8183,285,2.06,"$3,970.36*",video_lookup.php?gpu=Radeon+Pro+Duo&id=3575
Radeon PRO Ryzen 5 PRO 6650U,4066,526,NA,NA,video_lookup.php?gpu=Radeon+PRO+Ryzen+5+PRO+6650U&id=4656
Radeon PRO Ryzen 7 PRO 6850U,5630,392,NA,NA,video_lookup.php?gpu=Radeon+PRO+Ryzen+7+PRO+6850U&id=4658
Radeon Pro SSG,10971,214,4.55,"$2,410.15*",video_lookup.php?gpu=Radeon+Pro+SSG&id=3985
Radeon Pro V340 MxGPU,2853,655,NA,NA,video_lookup.php?gpu=Radeon+Pro+V340+MxGPU&id=4011
Radeon Pro V520 MxGPU,12257,190,NA,NA,video_lookup.php?gpu=Radeon+Pro+V520+MxGPU&id=4328
Radeon Pro V620 MxGPU,15632,115,NA,NA,video_lookup.php?gpu=Radeon+Pro+V620+MxGPU&id=5078
Radeon Pro Vega 16,4809,466,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+16&id=4098
Radeon Pro Vega 20,5039,452,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+20&id=4016
Radeon Pro Vega 48,11289,212,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+48&id=4127
Radeon Pro Vega 56,12353,183,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+56&id=3912
Radeon Pro Vega 64,12917,171,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+64&id=3879
Radeon Pro Vega 64X,13369,158,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+64X&id=4417
Radeon Pro Vega II,15596,116,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+II&id=4189
Radeon Pro Vega II Duo,14018,143,NA,NA,video_lookup.php?gpu=Radeon+Pro+Vega+II+Duo&id=4758
Radeon Pro VII,13041,167,NA,NA,video_lookup.php?gpu=Radeon+Pro+VII&id=4306
Radeon Pro W5500,9080,261,22.15,$409.99*,video_lookup.php?gpu=Radeon+Pro+W5500&id=4192
Radeon Pro W5500M,3469,582,NA,NA,video_lookup.php?gpu=Radeon+Pro+W5500M&id=4180
Radeon Pro W5500X,7350,320,NA,NA,video_lookup.php?gpu=Radeon+Pro+W5500X&id=4909
Radeon Pro W5700,14785,135,22.75,$649.99*,video_lookup.php?gpu=Radeon+Pro+W5700&id=4182
Radeon PRO W6300,5559,400,NA,NA,video_lookup.php?gpu=Radeon+PRO+W6300&id=4831
Radeon PRO W6400,7968,294,NA,NA,video_lookup.php?gpu=Radeon+PRO+W6400&id=4530
Radeon PRO W6600,15382,122,NA,NA,video_lookup.php?gpu=Radeon+PRO+W6600&id=4445
Radeon PRO W6600M,10805,218,NA,NA,video_lookup.php?gpu=Radeon+PRO+W6600M&id=4995
Radeon PRO W6600X,13113,163,NA,NA,video_lookup.php?gpu=Radeon+PRO+W6600X&id=4609
Radeon PRO W6800,19952,65,10.79,"$1,849.99*",video_lookup.php?gpu=Radeon+PRO+W6800&id=4411
Radeon PRO W7500,13303,159,NA,NA,video_lookup.php?gpu=Radeon+PRO+W7500&id=4890
Radeon PRO W7600,15803,111,NA,NA,video_lookup.php?gpu=Radeon+PRO+W7600&id=4889
Radeon PRO W7700,23150,45,NA,NA,video_lookup.php?gpu=Radeon+PRO+W7700&id=4968
Radeon PRO W7800,28526,22,NA,NA,video_lookup.php?gpu=Radeon+PRO+W7800&id=4836
Radeon PRO W7900,29008,18,NA,NA,video_lookup.php?gpu=Radeon+PRO+W7900&id=4833
Radeon Pro WX 2100,1871,889,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+2100&id=3794
Radeon Pro WX 3100,2638,689,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+3100&id=3783
Radeon Pro WX 3200,2398,733,20.24,$118.50,video_lookup.php?gpu=Radeon+Pro+WX+3200&id=4065
Radeon Pro WX 4100,3675,559,7.35,$499.99*,video_lookup.php?gpu=Radeon+Pro+WX+4100&id=3694
Radeon Pro WX 4130,2086,819,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+4130&id=3798
Radeon Pro WX 4150,2728,677,4.47,$610.04*,video_lookup.php?gpu=Radeon+Pro+WX+4150&id=3787
Radeon Pro WX 4170,2732,676,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+4170&id=4169
Radeon Pro WX 5100,5491,405,15.26,$359.99*,video_lookup.php?gpu=Radeon+Pro+WX+5100&id=3619
Radeon Pro WX 7100,7820,300,7.46,"$1,047.99*",video_lookup.php?gpu=Radeon+Pro+WX+7100&id=3611
Radeon Pro WX 7130,6715,339,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+7130&id=4129
Radeon Pro WX 8200,13046,166,8.16,"$1,599.39*",video_lookup.php?gpu=Radeon+Pro+WX+8200&id=3976
Radeon Pro WX 9100,12285,187,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+9100&id=3833
Radeon Pro WX Vega M GL,4768,469,NA,NA,video_lookup.php?gpu=Radeon+Pro+WX+Vega+M+GL&id=4019
Radeon R1E,301,1901,NA,NA,video_lookup.php?gpu=Radeon+R1E&id=3701
Radeon R2,249,1952,NA,NA,video_lookup.php?gpu=Radeon+R2&id=2915
